city,province,latitude,longitude,population,id
Otterburn Park,Quebec,45.5333,-73.2167,8479,1124899409
Sainte-Brigitte-de-Laval,Quebec,47.0000,-71.2000,8468,1124647754
Sainte-Catherine-de-la-Jacques-Cartier,Quebec,46.8500,-71.6167,8442,1124001417
South Bruce Peninsula,Ontario,44.7333,-81.2000,8416,1124000114
Portugal Cove-St. Philip's,Newfoundland and Labrador,47.6272,-52.8506,8415,1124001559
Edson,Alberta,53.5817,-116.4344,8414,1124553562
Renfrew,Ontario,45.4717,-76.6831,8337,1124652971
Farnham,Quebec,45.2833,-72.9833,8330,1124553013
Delson,Quebec,45.3700,-73.5500,8328,1124405717
Plympton-Wyoming,Ontario,43.0167,-82.0833,8308,1124001273
Banff,Alberta,51.1781,-115.5719,8305,1124351648
Kapuskasing,Ontario,49.4167,-82.4333,8292,1124764245
La Malbaie,Quebec,47.6500,-70.1500,8271,1124466004
Boischatel,Quebec,46.9000,-71.1500,8231,1124332563
Beauport,Quebec,46.9667,-71.3000,8164,1124715267
Zorra,Ontario,43.1500,-80.9500,8138,1124000608
Kitimat,British Columbia,54.0000,-128.7000,8131,1124198272
Macdonald,Manitoba,49.6725,-97.4472,8120,1124000633
Happy Valley,Newfoundland and Labrador,53.3396,-60.4467,8109,1124879731
Saint-Hippolyte,Quebec,45.9300,-74.0200,8083,1124001758
Dauphin,Manitoba,51.1992,-100.0633,8034,1124144510
Church Point,Nova Scotia,44.3333,-66.1167,8018,1124316445
Old Chelsea,Quebec,45.5000,-75.7833,8000,1124835028
Drumheller,Alberta,51.4636,-112.7194,7982,1124745292
Kirkland Lake,Ontario,48.1500,-80.0333,7981,1124683504
Aylmer,Ontario,42.7667,-80.9833,7975,1124964102
Saint-Apollinaire,Quebec,46.6167,-71.5167,7968,1124951601
Puslinch,Ontario,43.4500,-80.1667,7944,1124129947
Argyle,Nova Scotia,43.8000,-65.8500,7899,1124503052
Torbay,Newfoundland and Labrador,47.6500,-52.7333,7852,1124406642
Yarmouth,Nova Scotia,43.8361,-66.1175,7848,1124983867
Innisfail,Alberta,52.0333,-113.9500,7847,1124612670
Nicolet,Quebec,46.2167,-72.6167,7828,1124746363
Rockwood,Manitoba,50.2856,-97.2869,7823,1124000435
Drummond/North Elmsley,Ontario,44.9667,-76.2000,7773,1124001787
Contrecoeur,Quebec,45.8500,-73.2333,7768,1124384220
Hanover,Ontario,44.1500,-81.0333,7761,1124868817
Dryden,Ontario,49.7833,-92.8333,7749,1124295097
Iqaluit,Nunavut,63.7598,-68.5107,7740,1124379539
Fort Frances,Ontario,48.6167,-93.4000,7739,1124939714
Goderich,Ontario,43.7333,-81.7000,7728,1124989247
La Sarre,Quebec,48.8000,-79.2000,7719,1124902252
Chandler,Quebec,48.3500,-64.6833,7703,1124111932
Stone Mills,Ontario,44.4500,-76.9167,7702,1124000075
South-West Oxford,Ontario,42.9500,-80.8000,7664,1124000210
Acton Vale,Quebec,45.6500,-72.5667,7664,1124864792
Douro-Dummer,Ontario,44.4500,-78.1000,7632,1124001679
Saint-Philippe,Quebec,45.3500,-73.4700,7597,1124461923
McNab/Braeside,Ontario,45.4500,-76.5000,7591,1124001458
Central Huron,Ontario,43.6300,-81.5700,7576,1124001983
Rigaud,Quebec,45.4833,-74.3000,7566,1124176101
Louiseville,Quebec,46.2500,-72.9500,7517,1124866425
Chibougamau,Quebec,49.9167,-74.3667,7504,1124650514
Coteau-du-Lac,Quebec,45.3000,-74.1800,7473,1124000308
Ritchot,Manitoba,49.6647,-97.1167,7469,1124001990
Kimberley,British Columbia,49.6697,-115.9775,7425,1124170837
Blandford-Blenheim,Ontario,43.2333,-80.6000,7399,1124001001
Bayham,Ontario,42.7333,-80.7833,7396,1124000461
Augusta,Ontario,44.7511,-75.6003,7353,1124000619
Stephenville,Newfoundland and Labrador,48.5500,-58.5667,7344,1124000201
The Pas,Manitoba,53.8250,-101.2533,7302,1124755168
St. Marys,Ontario,43.2583,-81.1333,7271,1124438866
Saint-Rémi,Quebec,45.2667,-73.6167,7265,1124638080
Drayton Valley,Alberta,53.2222,-114.9769,7235,1124814220
Ponoka,Alberta,52.6833,-113.5667,7229,1124308190
Southgate,Ontario,44.1000,-80.5833,7190,1124000656
Les Cèdres,Quebec,45.3000,-74.0500,7184,1124051098
Baie-Saint-Paul,Quebec,47.4500,-70.5000,7146,1124415452
Merritt,British Columbia,50.1128,-120.7897,7139,1124550302
Bluewater,Ontario,43.4500,-81.6000,7136,1124000066
East Zorra-Tavistock,Ontario,43.2333,-80.7833,7129,1124000189
Brownsburg,Quebec,45.6703,-74.4467,7122,1124023263
Asbestos,Quebec,45.7667,-71.9333,7096,1124583779
Otonabee-South Monaghan,Ontario,44.2333,-78.2333,7087,1124000517
Huron-Kinloss,Ontario,44.0500,-81.5333,7069,1124000614
Hampstead,Quebec,45.4833,-73.6333,7037,1124000763
Saint-Joseph-du-Lac,Quebec,45.5333,-74.0000,7031,1124001195
Plessisville,Quebec,46.2167,-71.7833,7028,1124223899
The Blue Mountains,Ontario,44.4833,-80.3833,7025,1124000370
Whitewater Region,Ontario,45.7167,-76.8333,7009,1124001363
Edwardsburgh/Cardinal,Ontario,44.8333,-75.5000,6959,1124001736
Sainte-Anne-des-Monts,Quebec,49.1333,-66.5000,6933,1124183859
Bay Roberts,Newfoundland and Labrador,47.5847,-53.2783,6897,1124372298
Wainfleet,Ontario,42.9250,-79.3750,6887,1124538125
North Stormont,Ontario,45.2167,-75.0000,6873,1124000261
Alnwick/Haldimand,Ontario,44.0833,-78.0333,6869,1124000698
Peace River,Alberta,56.2339,-117.2897,6842,1124941936
Saint-Lambert-de-Lauzon,Quebec,46.5865,-71.2271,6817,1124610423
Arran-Elderslie,Ontario,44.4000,-81.2000,6803,1124001766
Parry Sound,Ontario,45.3333,-80.0333,6788,1124245809
Val-Shefford,Quebec,45.3500,-72.5667,6711,1124787548
West St. Paul,Manitoba,50.0119,-97.1150,6682,1124001136
Slave Lake,Alberta,55.2853,-114.7706,6651,1124106662
Port-Cartier,Quebec,50.0333,-66.8667,6651,1124795368
Barrington,Nova Scotia,43.5646,-65.5639,6646,1124548310
Rocky Mountain House,Alberta,52.3753,-114.9217,6635,1124203206
Muskoka Falls,Ontario,45.1264,-79.5580,6588,1124955753
Cornwall,Prince Edward Island,46.2407,-63.2009,6574,1124001245
Saint-Paul,Quebec,45.9833,-73.4500,6566,1124001817
Devon,Alberta,53.3633,-113.7322,6545,1124268366
Perth,Ontario,44.9000,-76.2500,6486,1124732094
Wainwright,Alberta,52.8333,-110.8667,6461,1124385336
Shannon,Quebec,46.8833,-71.5167,6432,1124440867
Saint-Honoré,Quebec,48.5333,-71.0833,6376,1124504668
Beaubassin East / Beaubassin-est,New Brunswick,46.1726,-64.3122,6376,1124000427
Bonnyville,Alberta,54.2667,-110.7500,6359,1124166469
Cramahe,Ontario,44.0833,-77.8833,6355,1124000879
Beauceville,Quebec,46.2000,-70.7833,6354,1124575286
North Middlesex,Ontario,43.1500,-81.6333,6352,1124001914
Beaupré,Quebec,47.0500,-70.9000,6342,1124125524
Charlemagne,Quebec,45.7167,-73.4833,6302,1124185024
Kent,British Columbia,49.2833,-121.7500,6300,1124001999
Clarenville,Newfoundland and Labrador,48.1566,-53.9650,6291,1124924217
Mont-Joli,Quebec,48.5800,-68.1800,6281,1124642037
Pointe-Calumet,Quebec,45.5000,-73.9700,6281,1124629762
Dysart et al,Ontario,45.2042,-78.4047,6280,1124000824
Carbonear,Newfoundland and Labrador,47.7375,-53.2294,6235,1124121214
Hope,British Columbia,49.3858,-121.4419,6181,1124662863
Pontiac,Quebec,45.5833,-76.1333,6142,1124000248
L'Ange-Gardien,Quebec,45.5833,-75.4500,6102,1124001197
Hindon Hill,Ontario,44.9333,-78.7333,6088,1124076260
La Broquerie,Manitoba,49.3994,-96.5103,6076,1124000582
Tweed,Ontario,44.6000,-77.3333,6044,1124220211
Oliver Paipoonge,Ontario,48.3900,-89.5200,6035,1124000729
Saint-Félix-de-Valois,Quebec,46.1700,-73.4300,6029,1124578689
Melfort,Saskatchewan,52.8564,-104.6100,5992,1124817334
Stettler,Alberta,52.3236,-112.7192,5952,1124010388
Niverville,Manitoba,49.6056,-97.0417,5947,1124001529
McMasterville,Quebec,45.5500,-73.2333,5936,1124000115
Douglas,New Brunswick,46.2819,-66.9420,5935,1124000768
Saint-Calixte,Quebec,45.9500,-73.8500,5934,1124001462
Lac-Mégantic,Quebec,45.5833,-70.8833,5932,1124329615
Humboldt,Saskatchewan,52.2019,-105.1231,5869,1124147660
St. Paul,Alberta,53.9928,-111.2972,5827,1124528022
Saint-Henri,Quebec,46.7000,-71.0667,5813,1124057702
Peachland,British Columbia,49.7736,-119.7369,5789,1124440160
Verchères,Quebec,45.7833,-73.3500,5759,1124549666
Richelieu,Quebec,45.4500,-73.2500,5742,1124000387
Petrolia,Ontario,42.8833,-82.1417,5742,1124479624
Southwest Middlesex,Ontario,42.7500,-81.7000,5723,1124000520
Front of Yonge,Ontario,44.5333,-75.8667,5710,1124001901
Oliver,British Columbia,49.1844,-119.5500,5708,1124145879
Vegreville,Alberta,53.4928,-112.0522,5708,1124534321
Princeville,Quebec,46.1667,-71.8833,5693,1124715340
Saint-Césaire,Quebec,45.4167,-73.0000,5686,1124948389
Tay Valley,Ontario,44.8667,-76.3833,5665,1124000734
South Bruce,Ontario,44.0333,-81.2000,5639,1124001457
Antigonish,Nova Scotia,45.6167,-61.9833,5620,1124839247
Crowsnest Pass,Alberta,49.5955,-114.5136,5589,1124000595
Redcliff,Alberta,50.0792,-110.7783,5581,1124603057
Val-David,Quebec,46.0300,-74.2200,5558,1124707666
Fernie,British Columbia,49.5042,-115.0628,5519,1124927114
Windsor,Nova Scotia,44.9803,-64.1292,5514,1124800737
Notre-Dame-du-Mont-Carmel,Quebec,46.4833,-72.6500,5467,1124893320
Sainte-Martine,Quebec,45.2500,-73.8000,5461,1124000017
Creston,British Columbia,49.0900,-116.5100,5459,1124204302
Saint-Roch-de-l'Achigan,Quebec,45.8500,-73.6000,5453,1124000365
Sussex,New Brunswick,45.7167,-65.5167,5447,1124362993
Saint-Pie,Quebec,45.5000,-72.9000,5438,1124508787
Ashfield-Colborne-Wawanosh,Ontario,43.8667,-81.6000,5422,1124000025
Trent Lakes,Ontario,44.6667,-78.4333,5397,1124001268
Northern Rockies,British Columbia,59.0000,-123.7500,5393,1124001362
Gananoque,Ontario,44.3300,-76.1700,5383,1124349596
Windsor,Quebec,45.5667,-72.0000,5367,1124798166
Smithers,British Columbia,54.7819,-127.1681,5351,1124191574
Tracadie,New Brunswick,47.5143142815185,-64.918859562748,5349,1124362021
Meadow Lake,Saskatchewan,54.1242,-108.4358,5344,1124434578
Lanark Highlands,Ontario,45.0880,-76.5170,5338,1124000887
Sackville,New Brunswick,45.9000,-64.3667,5331,1124877244
Grand Falls,New Brunswick,47.0344,-67.7394,5326,1124904843
Armstrong,British Columbia,50.4483,-119.1961,5323,1124201947
Cochrane,Ontario,49.0667,-81.0167,5321,1124296729
La Ronge,Saskatchewan,55.1000,-105.3000,5317,1124763455
Marystown,Newfoundland and Labrador,47.1667,-55.1667,5316,1124408131
Sioux Lookout,Ontario,50.1000,-91.9167,5272,1124804545
Didsbury,Alberta,51.6658,-114.1311,5268,1124574154
Deer Lake,Newfoundland and Labrador,49.1744,-57.4269,5249,1124841556
Woodstock,New Brunswick,46.1522,-67.5983,5228,1124035280
Flin Flon,Saskatchewan,54.7667,-101.8778,5185,1124500458
Brokenhead,Manitoba,50.1428,-96.5319,5122,1124000321
Burton,New Brunswick,45.8009,-66.4066,5119,1124000544
Montréal-Ouest,Quebec,45.4536,-73.6472,5115,1124001742
Spallumcheen,British Columbia,50.4462,-119.2121,5106,1124001340
Westlock,Alberta,54.1522,-113.8511,5101,1124037311
Témiscouata-sur-le-Lac,Quebec,47.6800,-68.8800,5096,1124001776
Osoyoos,British Columbia,49.0325,-119.4661,5085,1124713973
Saint Marys,New Brunswick,46.1748,-66.4897,5084,1124000221
Hearst,Ontario,49.6869,-83.6544,5070,1124376843
Metchosin,British Columbia,48.3819,-123.5378,5067,1124625175
Wolfville,Nova Scotia,45.0833,-64.3667,5057,1124909280
Breslau,Ontario,43.4816,-80.4080,5053,1124001083
Stonewall,Manitoba,50.1344,-97.3261,5046,1124829875
Memramcook,New Brunswick,46.0000,-64.5500,5029,1124833147
Sainte-Anne-de-Bellevue,Quebec,45.4039,-73.9525,5027,1124418135
Stirling-Rawdon,Ontario,44.3667,-77.5917,5015,1124001948
Mont-Orford,Quebec,45.3661,-72.1838,5007,1124618048
Ste. Anne,Manitoba,49.6186,-96.5708,5003,1124000501
Espanola,Ontario,46.2500,-81.7667,4996,1124133485
West Elgin,Ontario,42.5833,-81.6667,4995,1124000948
Flin Flon (Part),Manitoba,54.7712,-101.8419,4982,1124000122
Grand Bay-Westfield,New Brunswick,45.3608,-66.2415,4967,1124001504
East Ferris,Ontario,46.2667,-79.3000,4946,1124000523
Neepawa,Manitoba,50.2289,-99.4656,4938,1124375380
North Huron,Ontario,43.8300,-81.4200,4932,1124001142
Saint-Germain-de-Grantham,Quebec,45.8333,-72.5667,4922,1124972184
Saint-Cyrille-de-Wendover,Quebec,45.9333,-72.4333,4920,1124582350
Chisasibi,Quebec,53.6645,-78.7938,4872,1124000072
Southwold,Ontario,42.7500,-81.3167,4851,1124001461
Chertsey,Quebec,46.1700,-73.9200,4836,1124001234
Shippagan,New Brunswick,47.8557,-64.6012,4800,1124001772
Lanoraie,Quebec,45.9667,-73.2167,4787,1124453107
Centre Hastings,Ontario,44.4167,-77.4417,4774,1124000705
Coverdale,New Brunswick,46.0003,-64.8859,4766,1124001531
Warwick,Quebec,45.9500,-71.9833,4766,1124510688
Hanwell,New Brunswick,45.8681,-66.7947,4743,1124001405
Napierville,Quebec,45.1833,-73.4000,4740,1124015883
Waterloo,Quebec,45.3500,-72.5167,4727,1124389471
Saint-Joseph-de-Beauce,Quebec,46.3000,-70.8833,4722,1124865207
White City,Saskatchewan,50.4353,-104.3572,4713,1124001289
Lucan Biddulph,Ontario,43.2000,-81.3833,4700,1124000469
Berthierville,Quebec,46.0833,-73.1833,4677,1124734495
Rivière-Rouge,Quebec,46.4167,-74.8667,4645,1124001720
Greenstone,Ontario,50.0000,-86.7333,4636,1124000068
Kindersley,Saskatchewan,51.4678,-109.1567,4597,1124343190
Saint-Denis-de-Brompton,Quebec,45.4500,-72.0833,4594,1124001970
Jasper,Alberta,52.9013,-118.1312,4590,1124533812
Barrhead,Alberta,54.1167,-114.4000,4579,1124181687
Melville,Saskatchewan,50.9306,-102.8078,4562,1124823140
Amqui,Quebec,48.4667,-67.4333,4560,1124681333
Saint-Mathias-sur-Richelieu,Quebec,45.4667,-73.2667,4544,1124000576
Tyendinaga,Ontario,44.3000,-77.2000,4538,1124000109
Iroquois Falls,Ontario,48.7667,-80.6667,4537,1124652927
Havelock-Belmont-Methuen,Ontario,44.5667,-77.9000,4530,1124001644
Cornwallis,Manitoba,49.7981,-99.8481,4520,1124000766
Saint-Boniface,Quebec,46.5000,-72.8167,4511,1124000235
Westbank,British Columbia,49.8423,-119.6743,4491,1124001101
Edenwold No. 158,Saskatchewan,50.5166,-104.3451,4466,1124001180
Cumberland,British Columbia,49.6206,-125.0261,4447,1124658693
Goulds,Newfoundland and Labrador,47.4517,-52.7647,4441,1124000955
Vanderhoof,British Columbia,54.0143,-124.0089,4439,1124100075
Château-Richer,Quebec,46.9667,-71.0167,4425,1124518769
Saint Stephen,New Brunswick,45.2000,-67.2833,4415,1124128038
Nipawin,Saskatchewan,53.3572,-104.0192,4401,1124567955
Battleford,Saskatchewan,52.7383,-108.3153,4400,1124885955
Hampton,New Brunswick,45.5251491193206,-65.8425461391407,4395,1124175945
Montréal-Est,Quebec,45.6300,-73.5200,4394,1124000990
Central Frontenac,Ontario,44.7167,-76.8000,4373,1124000254
Saint-Antonin,Quebec,47.7667,-69.4833,4338,1124990343
Saint-Jean-de-Matha,Quebec,46.2300,-73.5300,4335,1124833822
Headingley,Manitoba,49.8681,-97.3908,4331,1124000273
Seguin,Ontario,45.2882,-79.8116,4304,1124001464
Beresford,New Brunswick,47.6992725956168,-65.705074842192,4294,1124000299
La Pocatière,Quebec,47.3667,-70.0333,4266,1124845219
Bowen Island,British Columbia,49.3833,-123.3833,4256,1124000418
Caraquet,New Brunswick,47.7853,-64.9592,4248,1124593896
Altona,Manitoba,49.1044,-97.5625,4227,1124628560
Roxton Pond,Quebec,45.4833,-72.6667,4224,1124356503
Saint-Étienne-des-Grès,Quebec,46.4333,-72.7667,4217,1124635032
Grand Forks,British Columbia,49.0333,-118.4400,4166,1124547325
New Maryland,New Brunswick,45.8911,-66.6847,4153,1124001875
Port Hardy,British Columbia,50.7225,-127.4928,4132,1124937351
Saint-Donat,Quebec,46.3167,-74.2167,4130,1124430126
Madawaska Valley,Ontario,45.5000,-77.6667,4123,1124000653
Deep River,Ontario,46.1000,-77.4917,4109,1124309248
Asphodel-Norwood,Ontario,44.3531,-78.0183,4109,1124001973
Red Lake,Ontario,51.0333,-93.8333,4107,1124856215
Métabetchouan-Lac-à-la-Croix,Quebec,48.4333,-71.8667,4097,1124093309
Maniwaki,Quebec,46.3750,-75.9667,4094,1124137130
Vermilion,Alberta,53.3542,-110.8528,4084,1124995979
Hastings Highlands,Ontario,45.2333,-77.9333,4078,1124000285
Prescott,Ontario,44.7167,-75.5167,4078,1124461297
Carstairs,Alberta,51.5619,-114.0953,4077,1124621475
Danville,Quebec,45.7833,-72.0167,4070,1124290094
Channel-Port aux Basques,Newfoundland and Labrador,47.5694,-59.1361,4067,1124993496
Lac-Etchemin,Quebec,46.4000,-70.5000,4061,1124000895
Saint-Jacques,Quebec,45.9500,-73.5667,4021,1124472694
Swan River,Manitoba,52.1058,-101.2667,4014,1124210942
Stellarton,Nova Scotia,45.5567,-62.6600,4007,1124388660
Northern Bruce Peninsula,Ontario,45.0800,-81.3800,3999,1124000606
L’Islet-sur-Mer,Quebec,47.1000,-70.3500,3999,1124309185
Carleton-sur-Mer,Quebec,48.1000,-66.1333,3991,1124001943
Sparwood,British Columbia,49.7331,-114.8853,3990,1124001718
Casselman,Ontario,45.3000,-75.0833,3970,1124666499
Oka,Quebec,45.4700,-74.0800,3968,1124446142
Callander,Ontario,46.1781,-79.4125,3964,1124853285
Amaranth,Ontario,43.9833,-80.2333,3963,1124001154
Marmora and Lake,Ontario,44.6425,-77.7372,3953,1124000420
Raymond,Alberta,49.4658,-112.6508,3942,1124125903
Morin-Heights,Quebec,45.9000,-74.2500,3925,1124001231
Dundas,New Brunswick,46.3155,-64.6947,3914,1124001475
Simonds,New Brunswick,45.3145,-65.8030,3913,1124001671
Crabtree,Quebec,45.9667,-73.4667,3887,1124136084
Bancroft,Ontario,45.0500,-77.8500,3881,1124451822
Saint-Tite,Quebec,46.7333,-72.5667,3880,1124821328
Howick,Ontario,43.9000,-81.0700,3873,1124000394
Dutton/Dunwich,Ontario,42.6667,-81.5000,3866,1124000540
New Richmond,Quebec,48.1667,-65.8667,3810,1124960222
Perth South,Ontario,43.3000,-81.1500,3810,1124000996
Claresholm,Alberta,50.0194,-113.5783,3780,1124380878
Baie-d’Urfé,Quebec,45.4167,-73.9167,3764,1124534130
Montague,Ontario,44.9667,-75.9667,3761,1124001810
Saint-André-Avellin,Quebec,45.7167,-75.0667,3749,1124494033
Saint-Ambroise-de-Kildare,Quebec,46.0833,-73.5500,3747,1124306240
East Angus,Quebec,45.4833,-71.6667,3741,1124456321
Rossland,British Columbia,49.0786,-117.7992,3729,1124850810
Mackenzie,British Columbia,55.3381,-123.0944,3714,1124001437
Golden,British Columbia,51.3019,-116.9667,3708,1124428625
Saint-Adolphe-d'Howard,Quebec,45.9700,-74.3300,3702,1124001188
Warwick,Ontario,43.0000,-81.8917,3692,1124864287
Bonnechere Valley,Ontario,45.5333,-77.1000,3674,1124000398
Pincher Creek,Alberta,49.4861,-113.9500,3642,1124252125
Alnwick,New Brunswick,47.2656,-65.2292,3640,1124000627
Saint-Prosper,Quebec,46.2167,-70.4833,3605,1124232575
Crossfield,Alberta,51.4333,-114.0333,3599,1124737275
Ormstown,Quebec,45.1300,-74.0000,3595,1124670346
Cardston,Alberta,49.2025,-113.3019,3585,1124479644
De Salaberry,Manitoba,49.4403,-96.9844,3580,1124001664
Grande Cache,Alberta,53.8773,-119.1199,3571,1124001952
Saint-Agapit,Quebec,46.5667,-71.4333,3567,1124119699
Fruitvale,British Columbia,49.0986937703863,-117.563382142451,3557,1124854890
Saint-Ambroise,Quebec,48.5500,-71.3333,3546,1124001342
Westville,Nova Scotia,45.5500,-62.7000,3540,1124476279
Hay River,Northwest Territories,60.7531,-115.9004,3528,1124721803
Pasadena,Newfoundland and Labrador,49.0161,-57.6050,3524,1124001778
Mistissini,Quebec,50.5707,-73.6829,3523,1124001942
Studholm,New Brunswick,45.8133,-65.5747,3522,1124001373
Lorette,Manitoba,49.7414,-96.8761,3512,1124000429
Saint-Faustin--Lac-Carré,Quebec,46.0813,-74.4668,3499,1124677642
Morris-Turnberry,Ontario,43.8500,-81.2500,3496,1124001124
Placentia,Newfoundland and Labrador,47.2458,-53.9611,3496,1124471582
Saint-Pascal,Quebec,47.5333,-69.8000,3490,1124617986
Mulmur,Ontario,44.1917,-80.1083,3478,1124001711
Blind River,Ontario,46.1833,-82.9500,3472,1124244510
Dunham,Quebec,45.1333,-72.8000,3471,1124514371
High Level,Alberta,58.5169,-117.1361,3461,1124099423
Havre-Saint-Pierre,Quebec,50.2333,-63.6000,3460,1124890113
Saint-Anselme,Quebec,46.6333,-70.9667,3458,1124041118
Trois-Pistoles,Quebec,48.1200,-69.1800,3456,1124667916
Grande-Rivière,Quebec,48.4000,-64.5000,3456,1124608500
Malartic,Quebec,48.1333,-78.1333,3449,1124600555
Bonavista,Newfoundland and Labrador,48.6597,-53.1208,3448,1124990261
Prince Albert No. 461,Saskatchewan,53.1089,-105.6574,3438,1124001802
Saint-Maurice,Quebec,46.4667,-72.5333,3432,1124381241
Killarney - Turtle Mountain,Manitoba,49.1775,-99.6906,3429,1124001432
Woodlands,Manitoba,50.2408,-97.7358,3416,1124530756
Lewisporte,Newfoundland and Labrador,49.2300,-55.0700,3409,1124582594
Invermere,British Columbia,50.5083,-116.0303,3391,1124839399
Bifrost-Riverton,Manitoba,51.0603,-97.1436,3378,1124000047
Ascot Corner,Quebec,45.4500,-71.7667,3368,1124945733
Cartier,Manitoba,49.9161,-97.7000,3368,1124001073
Fossambault-sur-le-Lac,Quebec,46.8667,-71.6167,3367,1124001825
Sainte-Anne-des-Lacs,Quebec,45.8500,-74.1333,3363,1124001507
Saint-Sulpice,Quebec,45.8333,-73.3500,3360,1124000703
Penhold,Alberta,52.1333,-113.8667,3359,1124360682
Powassan,Ontario,46.0825,-79.3619,3346,1124971329
Highlands East,Ontario,44.9667,-78.2500,3343,1124001598
Saint-Alphonse-de-Granby,Quebec,45.3333,-72.8167,3341,1124000185
Sainte-Claire,Quebec,46.6000,-70.8667,3325,1124401109
Bright,New Brunswick,46.1205,-67.0545,3317,1124001649
Ellison,British Columbia,49.9646,-119.3178,3316,1124000194
Percé,Quebec,48.5333,-64.2167,3312,1124000234
Saint-Jean-Port-Joli,Quebec,47.2167,-70.2667,3304,1124255737
East Hawkesbury,Ontario,45.5167,-74.4667,3296,1124000222
Buckland No. 491,Saskatchewan,53.3276,-105.7804,3277,1124001476
Saint-André-d'Argenteuil,Quebec,45.5667,-74.3333,3275,1124000962
Saint-Côme--Linière,Quebec,46.0667,-70.5167,3274,1124151898
Marathon,Ontario,48.7500,-86.3667,3273,1124974800
Forestville,Quebec,48.7333,-69.0833,3270,1124215354
Compton,Quebec,45.2333,-71.8167,3270,1124144541
Shuniah,Ontario,48.5833,-88.8333,3247,1124000092
Inuvik,Northwest Territories,68.3407,-133.6096,3243,1124116419
Richmond,Quebec,45.6667,-72.1500,3232,1124924022
Lake Cowichan,British Columbia,48.8258,-124.0542,3226,1124082843
Saint-Gabriel-de-Valcartier,Quebec,46.9333,-71.4667,3223,1124782327
Gibbons,Alberta,53.8278,-113.3228,3218,1124001097
Sables-Spanish Rivers,Ontario,46.2333,-82.0000,3214,1124000330
Hillsburg-Roblin-Shell River,Manitoba,51.3343,-101.2929,3214,1124001467
Port Hawkesbury,Nova Scotia,45.6153,-61.3642,3214,1124913307
Three Hills,Alberta,51.7072,-113.2647,3212,1124247045
Kingston,New Brunswick,45.4663,-66.0217,3202,1124000116
Paspebiac,Quebec,48.0333,-65.2500,3198,1124858850
Saint-Thomas,Quebec,46.0167,-73.3500,3193,1124176940
Saint-Jean-Baptiste,Quebec,45.5167,-73.1167,3191,1124000869
Portneuf,Quebec,46.7000,-71.8833,3187,1124993610
Pictou,Nova Scotia,45.6814,-62.7119,3186,1124595917
Tisdale,Saskatchewan,52.8500,-104.0500,3180,1124001086
Lake of Bays,Ontario,45.3043,-79.0180,3167,1124000232
Bishops Falls,Newfoundland and Labrador,49.0167,-55.5167,3156,1124735612
WestLake-Gladstone,Manitoba,50.2862,-98.8415,3154,1124001087
Normandin,Quebec,48.8333,-72.5333,3137,1124410764
Mitchell,Manitoba,49.5363,-96.7634,3136,1124001295
Saint-Alphonse-Rodriguez,Quebec,46.1833,-73.7000,3134,1124001435
Beauséjour,Manitoba,50.0622,-96.5161,3126,1124260967
Dalhousie,New Brunswick,48.1000,-66.6167,3126,1124540945
Val-Morin,Quebec,46.0000,-74.1800,3123,1124001446
Lac du Bonnet,Manitoba,50.2577,-96.1209,3121,1124000450
Clermont,Quebec,47.6833,-70.2333,3118,1124937298
Virden,Manitoba,49.8508,-100.9317,3114,1124620072
Saint-Christophe-d'Arthabaska,Quebec,46.0333,-71.8833,3111,1124000694
Mont-Saint-Grégoire,Quebec,45.3333,-73.1667,3086,1124094125
Thurso,Quebec,45.5969,-75.2433,3084,1124913486
Wellington,New Brunswick,46.4768,-64.7478,3079,1124001391
Cedar,British Columbia,49.0853,-123.8259,3078,1124000187
Saint-Gabriel,Quebec,46.3000,-73.3833,3068,1124920056
Merrickville,Ontario,44.8539,-75.8269,3067,1124846224
Saint-Liboire,Quebec,45.6500,-72.7667,3051,1124016354
Dégelis,Quebec,47.5500,-68.6500,3051,1124001549
Morris,Manitoba,49.3986,-97.4592,3047,1124001886
Saint-Alexis-des-Monts,Quebec,46.4667,-73.1333,3046,1124120192
Cap-Saint-Ignace,Quebec,47.0333,-70.4667,3045,1124138813
Fort Macleod,Alberta,49.7256,-113.3975,3038,1124975838
Enderby,British Columbia,50.5508,-119.1397,3028,1124312550
Carman,Manitoba,49.4992,-98.0008,3027,1124732787
Saint-Anaclet-de-Lessard,Quebec,48.4800,-68.4200,3019,1124764523
Stoke,Quebec,45.5333,-71.8000,3014,1124001196
Adelaide-Metcalfe,Ontario,42.9500,-81.7000,3011,1124000926
Melancthon,Ontario,44.1500,-80.2667,3008,1124736504
Cap Santé,Quebec,46.6667,-71.7833,2996,1124080648
Saint-David-de-Falardeau,Quebec,48.6167,-71.1167,2996,1124001854
Harbour Grace,Newfoundland and Labrador,47.6917,-53.2167,2995,1124871661
Houston,British Columbia,54.3975,-126.6419,2993,1124993327
Springdale,Newfoundland and Labrador,49.4974,-56.0727,2971,1124612197
Pemberton,British Columbia,50.3203,-122.8053,2970,1124476252
Athabasca,Alberta,54.7197,-113.2856,2965,1124006333
Saint-Ferréol-les-Neiges,Quebec,47.1167,-70.8500,2964,1124255920
Laurentian Hills,Ontario,46.1333,-77.5500,2961,1124000976
Grand Valley,Ontario,43.9500,-80.3667,2956,1124627074
Senneterre,Quebec,48.3833,-77.2333,2953,1124548422
